;age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;target;post_campaign_action
1077;38;admin.;married;tertiary;no;1988.0;no;no;cellular;27;mar;164;2;130;2;failure;yes;1
1078;32;technician;single;tertiary;no;0.0;no;no;cellular;7;aug;268;2;-1;0;unknown;no;0
1079;50;admin.;divorced;secondary;no;202.0;no;yes;cellular;17;nov;148;1;-1;0;unknown;no;1
1080;43;blue-collar;married;secondary;no;667.0;yes;no;unknown;7;may;228;3;-1;0;unknown;no;1
1081;48;admin.;married;secondary;no;112.0;no;no;cellular;18;aug;139;5;-1;0;unknown;no;1
1082;57;housemaid;married;primary;no;50.0;no;no;cellular;18;aug;89;3;-1;0;unknown;no;0
1083;64;housemaid;married;primary;no;768.0;no;no;;15;jul;250;2;182;1;success;no;0
1084;26;services;divorced;secondary;no;74.0;yes;no;unknown;23;may;106;6;-1;0;unknown;no;1
1085;33;blue-collar;married;secondary;no;661.0;yes;no;cellular;18;jul;968;1;-1;0;unknown;yes;1
1086;50;self-employed;married;secondary;no;3025.0;no;yes;cellular;6;aug;168;3;-1;0;unknown;no;0
1087;47;self-employed;married;tertiary;no;751.0;no;no;cellular;24;jul;408;14;-1;0;unknown;no;0
1088;39;management;single;tertiary;no;416.0;no;no;cellular;23;oct;56;4;-1;0;unknown;no;1
1089;52;services;married;primary;no;14.0;no;yes;cellular;28;jul;55;5;-1;0;unknown;no;1
1090;31;blue-collar;single;primary;no;-502.0;yes;no;unknown;29;may;76;4;-1;0;unknown;no;0
1091;50;blue-collar;married;primary;no;0.0;no;no;unknown;11;aug;72;5;-1;0;unknown;no;0
1092;47;unknown;married;secondary;no;599.0;yes;no;cellular;13;aug;99;3;-1;0;unknown;no;0
1093;30;management;single;tertiary;no;-218.0;yes;no;cellular;27;aug;13;15;-1;0;unknown;no;0
1094;32;technician;single;tertiary;no;1012.0;no;no;cellular;14;apr;178;1;-1;0;unknown;no;0
1095;36;technician;married;secondary;no;300.0;no;no;unknown;9;jun;287;1;-1;0;unknown;no;0
1096;46;unknown;married;tertiary;no;217.0;yes;no;cellular;14;may;141;1;346;2;other;no;0
1097;45;management;divorced;tertiary;no;2096.0;no;no;cellular;21;nov;127;1;100;2;failure;no;1
1098;37;technician;single;secondary;no;0.0;no;no;cellular;4;aug;69;2;-1;0;unknown;no;0
1099;58;housemaid;married;primary;no;5278.0;yes;no;unknown;4;jun;763;4;-1;0;unknown;no;1
1100;59;management;married;tertiary;no;1831.0;no;no;cellular;17;feb;122;1;92;1;failure;no;1
1101;28;management;married;tertiary;no;;yes;no;cellular;18;may;143;1;-1;0;unknown;no;0
1102;48;management;married;tertiary;no;7289.0;yes;no;cellular;2;feb;316;3;-1;0;unknown;no;0
1103;55;blue-collar;married;unknown;no;1665.0;no;no;telephone;30;jul;89;2;-1;0;unknown;no;0
1104;37;blue-collar;single;primary;no;851.0;yes;no;cellular;15;may;151;1;352;1;failure;no;0
1105;41;management;married;tertiary;no;2885.0;no;no;cellular;19;nov;40;1;-1;0;unknown;no;0
1106;35;blue-collar;married;secondary;no;137.0;no;yes;;4;oct;5;1;808;12;failure;no;1
1107;34;blue-collar;single;secondary;no;;yes;no;cellular;18;jul;90;1;-1;0;unknown;no;0
1108;43;management;single;tertiary;no;146.0;no;no;cellular;21;nov;50;1;113;5;other;no;1
1109;59;technician;married;secondary;no;1.0;no;no;cellular;15;apr;159;2;378;3;failure;yes;1
1110;50;blue-collar;divorced;primary;no;-10.0;no;yes;cellular;10;jul;369;6;-1;0;unknown;no;0
1111;37;technician;married;secondary;no;480.0;no;no;cellular;22;oct;344;2;182;8;other;yes;0
1112;35;technician;married;secondary;no;2789.0;yes;no;cellular;4;sep;256;2;94;1;failure;no;0
1113;50;technician;single;secondary;no;3897.0;no;no;cellular;26;oct;298;1;-1;0;unknown;no;1
1114;36;technician;divorced;secondary;no;487.0;no;yes;cellular;11;aug;268;3;-1;0;unknown;no;0
1115;41;admin.;married;secondary;no;5110.0;yes;no;cellular;13;apr;231;1;-1;0;unknown;no;0
1116;28;management;married;tertiary;no;318.0;yes;no;unknown;27;may;4;4;-1;0;unknown;no;0
1117;42;technician;single;tertiary;no;-411.0;yes;no;cellular;12;may;78;5;292;3;failure;no;0
1118;60;retired;married;secondary;no;4820.0;no;no;unknown;5;jun;419;1;-1;0;unknown;no;0
1119;28;management;single;tertiary;no;4937.0;yes;no;telephone;13;may;421;3;-1;0;unknown;no;1
1120;48;entrepreneur;married;secondary;no;725.0;no;yes;cellular;10;jul;105;1;-1;0;unknown;no;1
1121;51;entrepreneur;married;tertiary;no;5403.0;no;no;unknown;6;jun;42;1;-1;0;unknown;no;1
1122;32;technician;married;tertiary;no;4089.0;no;no;cellular;26;may;114;7;287;3;failure;no;1
1123;35;technician;married;tertiary;no;;no;no;unknown;26;aug;286;2;-1;0;unknown;no;1
1124;37;technician;married;unknown;no;189.0;no;no;cellular;1;oct;238;1;107;2;success;yes;0
1125;38;blue-collar;divorced;secondary;no;2998.0;yes;no;unknown;11;jun;91;1;-1;0;unknown;no;1
1126;77;retired;married;secondary;no;610.0;no;no;cellular;13;aug;766;3;-1;0;unknown;no;0
1127;32;management;single;unknown;no;787.0;no;no;cellular;28;jan;92;1;-1;0;unknown;no;0
1128;43;technician;divorced;secondary;no;167.0;no;no;cellular;4;aug;211;3;-1;0;unknown;no;0
1129;36;management;single;tertiary;no;243.0;yes;no;cellular;7;may;160;2;360;3;unknown;no;0
1130;29;management;married;tertiary;no;877.0;no;no;cellular;3;feb;166;3;-1;0;unknown;no;0
1131;32;admin.;single;secondary;no;2817.0;yes;no;cellular;21;nov;195;1;-1;0;unknown;no;0
1132;41;management;divorced;tertiary;no;4567.0;yes;yes;cellular;16;jul;106;1;-1;0;unknown;no;0
1133;26;services;single;secondary;no;127.0;yes;yes;cellular;23;jul;85;3;-1;0;unknown;no;0
1134;34;blue-collar;married;primary;no;176.0;no;no;cellular;24;jul;78;1;-1;0;unknown;no;0
1135;57;retired;married;tertiary;no;0.0;yes;yes;unknown;28;may;648;1;-1;0;unknown;yes;1
1136;36;services;single;secondary;no;1482.0;yes;no;cellular;18;nov;177;2;174;1;other;no;0
1137;42;blue-collar;married;secondary;no;3052.0;yes;no;unknown;27;may;32;1;-1;0;unknown;no;0
1138;35;technician;divorced;secondary;no;56.0;no;no;cellular;29;aug;24;12;-1;0;unknown;no;1
1139;52;entrepreneur;divorced;primary;no;278.0;yes;no;unknown;7;may;688;2;-1;0;unknown;no;0
1140;36;management;single;tertiary;no;3875.0;yes;no;unknown;27;may;21;5;-1;0;unknown;no;0
1141;46;technician;married;secondary;no;-337.0;yes;no;unknown;27;may;112;1;-1;0;unknown;no;0
1142;60;management;divorced;tertiary;no;366.0;no;no;cellular;3;jun;593;1;-1;0;unknown;yes;0
1143;57;housemaid;married;primary;no;501.0;yes;yes;cellular;7;aug;59;2;-1;0;unknown;no;0
1144;48;management;married;tertiary;no;998.0;yes;no;cellular;29;jan;121;3;-1;0;unknown;no;1
1145;59;self-employed;married;primary;no;0.0;yes;no;telephone;28;jul;97;2;-1;0;unknown;no;0
1146;39;management;married;tertiary;no;246.0;no;no;cellular;11;aug;86;2;-1;0;unknown;no;0
1147;44;blue-collar;married;secondary;no;-182.0;yes;yes;cellular;14;may;10;10;-1;0;unknown;no;0
1148;27;management;single;tertiary;no;446.0;no;no;cellular;23;jun;205;3;-1;0;unknown;no;0
1149;59;retired;married;secondary;no;1173.0;no;no;unknown;9;jun;77;2;-1;0;unknown;no;0
1150;36;technician;divorced;secondary;no;5957.0;yes;no;cellular;18;nov;138;2;-1;0;unknown;no;0
1151;44;admin.;married;secondary;no;205.0;no;no;cellular;3;nov;289;1;-1;0;unknown;yes;0
1152;50;admin.;married;secondary;no;0.0;no;no;cellular;4;aug;86;4;-1;0;unknown;no;0
1153;41;management;divorced;;no;369.0;yes;no;telephone;22;aug;9;3;-1;0;unknown;no;0
1154;47;admin.;married;secondary;no;1934.0;no;yes;cellular;14;may;225;1;364;1;failure;no;1
1155;32;technician;single;tertiary;no;259.0;no;no;cellular;22;jul;407;4;-1;0;unknown;no;1
1156;38;blue-collar;married;secondary;no;284.0;yes;yes;unknown;3;jun;1030;6;-1;0;unknown;no;1
1157;55;blue-collar;married;unknown;no;23.0;no;no;cellular;13;aug;123;2;-1;0;unknown;no;0
1158;38;management;single;tertiary;no;1373.0;no;no;cellular;22;oct;119;4;-1;0;unknown;no;0
1159;31;management;single;tertiary;no;62.0;yes;no;cellular;18;may;175;1;293;5;failure;no;0
1160;38;blue-collar;divorced;secondary;no;157.0;no;no;unknown;9;jun;299;5;-1;0;unknown;no;1
1161;29;unemployed;single;tertiary;no;991.0;no;no;cellular;5;feb;563;1;-1;0;unknown;no;0
1162;55;services;married;secondary;no;186.0;yes;yes;unknown;9;may;241;1;-1;0;unknown;no;0
1163;35;unemployed;married;;no;977.0;yes;no;unknown;4;may;52;4;91;1;other;no;1
1164;40;self-employed;single;tertiary;no;2893.0;no;no;cellular;2;jun;76;3;-1;0;unknown;no;0
1165;34;blue-collar;married;secondary;no;1897.0;yes;yes;cellular;19;nov;441;1;-1;0;unknown;no;0
1166;32;technician;single;tertiary;no;5514.0;no;no;cellular;22;apr;319;1;182;1;success;yes;1
1167;33;blue-collar;married;secondary;no;889.0;yes;no;unknown;18;sep;13;1;373;6;success;no;0
1168;33;management;married;tertiary;no;273.0;yes;no;unknown;16;may;803;1;-1;0;unknown;yes;0
1169;37;admin.;married;secondary;no;1193.0;no;no;cellular;12;may;396;2;-1;0;unknown;no;0
1170;58;management;married;tertiary;no;2729.0;no;no;unknown;18;jun;188;1;-1;0;unknown;no;0
1171;36;admin.;single;secondary;no;0.0;no;no;cellular;20;apr;637;1;-1;0;unknown;no;0
1172;42;blue-collar;married;secondary;no;230.0;yes;no;unknown;5;jun;175;7;-1;0;unknown;no;0
1173;34;technician;single;;no;2729.0;yes;no;cellular;6;apr;945;1;139;1;success;no;0
1174;35;management;married;tertiary;no;317.0;yes;no;unknown;23;may;162;3;-1;0;unknown;no;1
1175;60;housemaid;married;primary;no;517.0;no;no;unknown;12;jun;1178;3;-1;0;unknown;no;0
1176;50;management;married;tertiary;no;-470.0;yes;no;cellular;8;may;506;2;170;3;failure;no;1
1177;28;self-employed;single;tertiary;no;4579.0;no;no;cellular;12;jan;409;2;-1;0;unknown;yes;1
1178;27;blue-collar;divorced;secondary;no;1.0;yes;no;cellular;14;jul;116;3;-1;0;unknown;no;1
1179;37;management;married;tertiary;no;5106.0;no;no;cellular;30;apr;244;1;-1;0;unknown;yes;1
1180;31;technician;married;tertiary;no;636.0;yes;no;cellular;4;may;352;4;-1;0;unknown;yes;1
1181;34;services;married;secondary;no;1076.0;no;no;cellular;12;may;152;1;182;6;success;yes;1
1182;38;management;married;tertiary;no;126.0;yes;no;unknown;21;may;164;2;-1;0;unknown;no;0
1183;32;self-employed;married;secondary;no;-33.0;yes;no;unknown;28;may;234;3;-1;0;unknown;no;0
1184;37;technician;married;secondary;no;430.0;no;no;cellular;27;aug;154;4;-1;0;unknown;no;0
1185;33;admin.;married;secondary;no;-6.0;yes;no;unknown;7;may;566;2;-1;0;unknown;no;0
1186;71;technician;married;tertiary;no;383.0;no;no;unknown;27;oct;327;2;183;3;success;no;1
1187;27;technician;married;secondary;no;130.0;yes;no;cellular;7;may;265;3;-1;0;unknown;no;0
1188;38;blue-collar;married;primary;no;2569.0;no;no;unknown;9;jun;172;1;-1;0;unknown;no;1
1189;34;technician;single;secondary;no;201.0;no;no;unknown;22;jul;257;2;-1;0;unknown;no;1
1190;54;retired;divorced;tertiary;no;0.0;no;no;unknown;13;may;618;1;-1;0;unknown;yes;1
1191;30;blue-collar;married;secondary;no;6.0;yes;no;cellular;28;jan;241;3;-1;0;unknown;no;0
1192;35;entrepreneur;single;secondary;no;475.0;no;yes;cellular;21;jul;936;4;-1;0;unknown;no;1
1193;33;blue-collar;single;secondary;no;706.0;yes;no;;7;apr;329;1;322;1;failure;no;0
1194;36;management;married;secondary;no;;yes;no;cellular;14;may;24;1;346;1;failure;no;1
1195;59;self-employed;married;tertiary;no;185.0;no;no;cellular;22;jun;177;5;138;1;failure;no;0
1196;72;blue-collar;married;primary;no;4415.0;no;no;telephone;13;oct;120;1;-1;0;unknown;no;0
1197;64;unknown;married;tertiary;no;679.0;no;no;telephone;22;apr;135;3;-1;0;unknown;no;0
1198;53;technician;divorced;secondary;no;320.0;no;no;cellular;9;jul;175;1;-1;0;unknown;no;0
1199;35;management;single;tertiary;no;2988.0;yes;no;cellular;25;may;179;1;-1;0;unknown;no;0
1200;58;self-employed;married;secondary;no;1407.0;yes;no;unknown;30;may;58;1;-1;0;unknown;no;0
1201;40;technician;married;;no;1270.0;no;no;cellular;17;apr;342;2;-1;0;unknown;no;0
1202;41;services;divorced;secondary;no;654.0;yes;no;cellular;13;may;139;2;-1;0;unknown;no;1
1203;48;retired;married;primary;no;5173.0;yes;no;unknown;18;jun;88;8;-1;0;unknown;no;0
1204;44;entrepreneur;married;;no;3463.0;yes;yes;unknown;28;aug;210;3;-1;0;unknown;no;0
1205;39;blue-collar;married;unknown;no;0.0;no;no;;2;feb;731;1;193;3;failure;no;1
1206;61;management;married;tertiary;no;6016.0;no;no;cellular;2;feb;670;3;-1;0;unknown;yes;1
1207;36;entrepreneur;married;primary;no;177.0;yes;no;unknown;12;may;63;5;-1;0;unknown;no;0
1208;28;management;married;tertiary;no;3694.0;no;yes;cellular;8;jul;70;2;-1;0;unknown;no;0
1209;58;retired;single;secondary;no;1640.0;no;yes;cellular;4;feb;72;6;274;4;failure;no;1
1210;60;admin.;divorced;secondary;no;174.0;yes;no;cellular;15;may;241;1;364;1;failure;no;0
1211;66;admin.;single;secondary;no;10177.0;no;no;cellular;5;may;272;4;-1;0;unknown;no;0
1212;36;management;single;tertiary;no;490.0;no;no;cellular;28;aug;207;8;98;1;failure;yes;1
1213;49;self-employed;married;secondary;no;2576.0;yes;no;cellular;15;may;64;6;-1;0;unknown;no;0
1214;40;services;married;secondary;no;0.0;no;no;unknown;12;jun;543;2;-1;0;unknown;no;0
1215;23;technician;single;secondary;no;598.0;no;no;cellular;30;apr;166;1;-1;0;unknown;no;1
1216;29;management;single;tertiary;no;15459.0;no;no;cellular;26;may;245;3;97;7;success;no;0
1217;44;blue-collar;married;primary;no;;yes;yes;unknown;9;may;94;1;-1;0;unknown;no;0
1218;54;unknown;married;unknown;no;2508.0;no;no;unknown;20;jun;34;8;-1;0;unknown;no;0
1219;47;blue-collar;married;primary;no;320.0;no;no;telephone;30;jul;203;2;-1;0;unknown;no;0
1220;33;admin.;married;tertiary;no;640.0;no;no;cellular;24;jul;318;1;-1;0;unknown;no;0
1221;30;self-employed;married;secondary;no;1772.0;yes;no;cellular;13;apr;158;4;-1;0;unknown;no;0
1222;27;admin.;single;secondary;no;15.0;no;yes;cellular;21;jul;177;1;-1;0;unknown;no;0
1223;49;management;divorced;tertiary;no;2370.0;yes;yes;unknown;17;nov;56;1;103;2;unknown;no;0
1224;27;services;single;secondary;no;201.0;yes;no;unknown;4;jun;172;2;-1;0;unknown;no;1
1225;51;blue-collar;married;secondary;no;160.0;yes;no;cellular;7;may;136;1;359;1;failure;no;1
1226;32;admin.;divorced;secondary;yes;5.0;yes;yes;cellular;18;may;82;3;363;2;other;no;0
1227;30;blue-collar;single;secondary;no;75.0;yes;no;unknown;16;may;123;1;-1;0;unknown;no;0
1228;33;admin.;married;secondary;no;4902.0;yes;no;cellular;20;nov;110;1;-1;0;unknown;no;0
1229;27;blue-collar;single;primary;no;-79.0;yes;no;unknown;30;may;385;5;-1;0;unknown;no;0
1230;75;retired;divorced;secondary;no;1341.0;no;no;cellular;18;dec;415;7;-1;0;unknown;yes;1
1231;37;services;divorced;secondary;no;490.0;yes;no;cellular;2;feb;73;1;-1;0;unknown;no;0
1232;36;technician;single;secondary;no;1521.0;yes;no;unknown;16;jun;243;2;-1;0;unknown;no;0
1233;37;blue-collar;married;secondary;no;131.0;yes;no;unknown;9;may;137;2;-1;0;unknown;no;0
1234;35;management;married;tertiary;no;8.0;yes;no;unknown;23;may;55;4;-1;0;unknown;no;1
1235;32;services;married;secondary;no;-632.0;yes;yes;cellular;20;apr;18;5;-1;0;unknown;no;0
1236;32;admin.;single;secondary;no;116.0;no;yes;cellular;16;jul;255;2;-1;0;unknown;no;1
1237;35;;married;primary;no;189.0;yes;no;cellular;11;may;95;1;-1;0;unknown;no;1
1238;31;blue-collar;married;;no;2.0;yes;yes;cellular;10;jul;112;1;-1;0;unknown;no;0
1239;28;blue-collar;single;secondary;no;4229.0;yes;yes;cellular;5;may;205;2;-1;0;unknown;no;0
1240;27;services;married;secondary;no;54.0;yes;no;cellular;18;may;97;1;370;1;failure;no;1
1241;22;student;single;unknown;no;549.0;no;no;cellular;2;sep;154;1;-1;0;unknown;no;0
1242;35;blue-collar;married;primary;no;298.0;yes;no;cellular;13;may;135;2;370;2;failure;no;0
1243;69;retired;married;primary;no;579.0;no;no;cellular;14;aug;230;1;-1;0;unknown;no;0
1244;37;entrepreneur;single;tertiary;no;1467.0;yes;yes;cellular;17;nov;349;1;-1;0;unknown;no;0
1245;45;admin.;single;secondary;no;0.0;yes;no;cellular;8;may;38;1;-1;0;unknown;no;0
1246;47;management;married;tertiary;no;109.0;yes;no;cellular;22;jul;268;1;-1;0;unknown;no;1
1247;52;management;married;tertiary;no;-11.0;yes;no;cellular;11;may;94;4;-1;0;unknown;no;1
1248;33;services;married;secondary;no;90.0;yes;no;cellular;28;jul;263;2;-1;0;unknown;no;1
1249;60;blue-collar;married;primary;no;493.0;no;no;cellular;18;aug;671;4;-1;0;unknown;yes;1
1250;33;management;divorced;secondary;no;1897.0;yes;yes;unknown;2;jun;197;1;-1;0;unknown;no;1
1251;44;admin.;married;secondary;no;2403.0;yes;no;cellular;28;jan;180;2;-1;0;unknown;no;0
1252;38;entrepreneur;married;secondary;no;868.0;no;no;cellular;20;nov;452;2;-1;0;unknown;no;1
1253;54;entrepreneur;married;secondary;no;653.0;yes;no;unknown;15;may;352;1;-1;0;unknown;no;0
1254;32;unemployed;divorced;primary;no;0.0;no;no;cellular;15;jul;175;4;-1;0;unknown;no;0
1255;33;unknown;married;secondary;no;0.0;yes;yes;cellular;19;nov;163;2;-1;0;unknown;no;0
1256;55;services;divorced;secondary;no;;yes;no;unknown;29;may;200;2;-1;0;unknown;no;1
1257;51;blue-collar;married;primary;no;5050.0;no;yes;unknown;16;jun;75;7;-1;0;unknown;no;1
1258;48;blue-collar;married;secondary;no;741.0;yes;no;cellular;16;apr;227;1;-1;0;unknown;no;0
1259;37;services;single;secondary;no;1050.0;yes;no;cellular;3;feb;586;3;-1;0;unknown;no;0
1260;33;services;single;secondary;no;-56.0;no;yes;cellular;10;jul;119;5;-1;0;unknown;no;0
1261;30;blue-collar;married;primary;no;1.0;yes;yes;telephone;22;jul;80;2;-1;0;unknown;no;0
1262;43;blue-collar;married;primary;no;-98.0;yes;yes;cellular;12;may;112;2;330;3;other;no;0
1263;49;technician;married;secondary;no;4667.0;yes;no;unknown;19;may;130;2;-1;0;unknown;no;0
1264;54;unemployed;married;primary;no;541.0;yes;no;cellular;3;feb;237;3;-1;0;unknown;no;0
1265;31;unemployed;married;tertiary;no;7744.0;no;no;cellular;26;aug;377;8;-1;0;unknown;no;0
1266;54;unknown;married;unknown;no;895.0;no;no;cellular;7;oct;335;1;-1;0;unknown;yes;1
1267;36;unemployed;married;secondary;no;-129.0;yes;no;cellular;29;jul;121;3;-1;0;unknown;no;0
1268;30;admin.;married;secondary;no;0.0;no;no;cellular;15;jul;127;5;-1;0;unknown;no;1
1269;27;technician;single;secondary;no;158.0;no;no;unknown;1;jul;650;2;-1;0;unknown;yes;1
1270;30;admin.;married;secondary;no;122.0;yes;no;unknown;16;may;107;1;-1;0;unknown;no;0
1271;30;blue-collar;married;;no;673.0;yes;no;unknown;20;may;610;2;-1;0;unknown;no;1
1272;35;technician;divorced;secondary;no;;no;no;;25;aug;124;4;-1;0;unknown;no;1
1273;33;services;divorced;secondary;no;;yes;no;unknown;8;may;216;1;-1;0;unknown;no;0
1274;43;blue-collar;divorced;primary;no;-97.0;yes;yes;cellular;31;jul;747;4;-1;0;unknown;no;0
1275;41;blue-collar;married;secondary;no;-217.0;yes;no;cellular;11;may;313;1;349;3;other;no;0
1276;41;management;divorced;tertiary;no;5037.0;no;no;cellular;23;apr;252;9;185;5;other;yes;0
1277;46;admin.;divorced;secondary;no;2232.0;no;no;cellular;13;feb;121;1;-1;0;unknown;yes;0
1278;54;blue-collar;married;secondary;no;-932.0;yes;no;unknown;7;may;799;1;-1;0;unknown;no;0
1279;32;management;married;tertiary;no;913.0;yes;no;cellular;23;jun;883;1;674;4;failure;no;0
1280;30;technician;single;tertiary;no;236.0;yes;no;unknown;16;may;197;1;-1;0;unknown;no;1
1281;40;entrepreneur;married;primary;no;0.0;yes;no;cellular;11;jul;271;2;-1;0;unknown;no;1
1282;30;blue-collar;married;;no;2581.0;no;no;unknown;12;may;221;2;-1;0;unknown;no;0
1283;27;admin.;married;secondary;no;639.0;no;yes;cellular;14;jul;243;3;-1;0;unknown;no;0
1284;41;blue-collar;married;primary;no;;yes;no;unknown;15;may;72;1;-1;0;unknown;no;0
1285;54;services;married;secondary;no;386.0;yes;no;cellular;2;aug;155;2;-1;0;unknown;no;0
1286;32;management;single;tertiary;no;1218.0;yes;no;telephone;28;jan;70;2;-1;0;unknown;no;0
1287;31;management;married;tertiary;no;2603.0;yes;no;cellular;11;feb;280;4;-1;0;unknown;yes;0
1288;42;blue-collar;married;secondary;no;-921.0;yes;no;unknown;26;may;115;2;-1;0;unknown;no;0
1289;48;admin.;married;primary;no;607.0;no;no;unknown;20;jun;29;2;-1;0;unknown;no;0
1290;34;blue-collar;married;primary;no;79.0;yes;no;cellular;14;may;406;2;-1;0;unknown;no;1
1291;55;technician;divorced;secondary;no;61.0;yes;yes;cellular;25;aug;113;3;-1;0;unknown;no;0
1292;49;technician;married;secondary;no;1091.0;no;no;telephone;30;jul;47;2;-1;0;unknown;no;0
1293;46;management;divorced;tertiary;no;743.0;no;no;unknown;5;jun;36;2;-1;0;unknown;no;0
1294;47;entrepreneur;married;unknown;no;209.0;yes;no;unknown;6;may;135;2;-1;0;unknown;no;0
1295;24;management;single;tertiary;no;172.0;no;no;cellular;3;jul;67;2;-1;0;unknown;no;0
1296;58;entrepreneur;married;secondary;no;2.0;no;no;unknown;16;jun;684;1;-1;0;unknown;no;1
1297;32;management;single;tertiary;no;41.0;no;no;cellular;21;aug;686;5;-1;0;unknown;yes;0
1298;25;student;single;secondary;no;1116.0;yes;no;cellular;2;mar;170;3;-1;0;unknown;no;0
1299;49;blue-collar;married;secondary;no;-55.0;no;no;unknown;17;jun;150;3;-1;0;unknown;no;0
1300;59;retired;divorced;secondary;no;5845.0;no;no;cellular;14;may;1060;2;-1;0;unknown;yes;1
1301;30;management;single;tertiary;no;329.0;yes;no;unknown;6;jun;122;16;-1;0;unknown;no;0
1302;46;blue-collar;married;secondary;no;494.0;yes;no;;26;may;724;1;-1;0;unknown;no;0
1303;42;management;married;unknown;no;1519.0;no;no;cellular;19;oct;230;1;92;1;success;yes;1
1304;37;entrepreneur;married;tertiary;no;2685.0;no;no;unknown;20;jun;187;2;-1;0;unknown;no;1
1305;44;blue-collar;married;primary;no;-14.0;yes;yes;unknown;19;may;179;4;-1;0;unknown;no;0
1306;49;services;married;secondary;no;5673.0;no;yes;cellular;4;aug;357;3;-1;0;unknown;no;0
1307;41;blue-collar;married;secondary;no;1459.0;no;no;unknown;5;jun;82;1;-1;0;unknown;no;1
1308;48;technician;married;tertiary;no;0.0;no;no;telephone;26;aug;176;15;-1;0;unknown;no;1
1309;31;management;married;secondary;no;625.0;yes;no;cellular;7;apr;424;1;138;1;failure;no;1
1310;37;student;married;unknown;no;0.0;no;no;unknown;18;jun;115;1;-1;0;unknown;no;0
1311;51;services;married;secondary;no;867.0;yes;no;cellular;3;feb;177;2;211;3;failure;no;1
1312;80;retired;married;secondary;no;8304.0;no;no;telephone;9;jun;712;1;64;12;failure;yes;1
1313;32;management;single;tertiary;no;151.0;yes;no;unknown;6;may;118;1;-1;0;unknown;no;0
1314;48;services;married;primary;yes;-583.0;yes;no;unknown;2;jun;25;7;-1;0;unknown;no;0
1315;49;blue-collar;married;tertiary;no;1784.0;no;no;unknown;12;jun;753;1;-1;0;unknown;no;0
1316;30;management;married;tertiary;no;3134.0;yes;no;cellular;17;jul;124;1;-1;0;unknown;no;0
1317;27;self-employed;single;secondary;no;49.0;yes;no;cellular;30;jan;208;2;-1;0;unknown;no;0
1318;34;technician;married;secondary;no;-346.0;no;no;;13;aug;136;4;-1;0;unknown;no;1
1319;49;management;married;;no;1623.0;yes;no;cellular;19;nov;1081;2;-1;0;unknown;yes;1
1320;48;management;married;tertiary;no;60.0;no;no;telephone;7;may;376;2;339;7;failure;no;0
1321;40;services;married;secondary;no;17.0;no;no;cellular;4;jun;78;1;-1;0;unknown;no;1
1322;38;blue-collar;married;secondary;no;2008.0;yes;no;cellular;18;nov;354;1;-1;0;unknown;no;0
1323;46;blue-collar;married;primary;no;91.0;yes;no;cellular;6;may;29;1;356;2;failure;no;0
1324;41;entrepreneur;married;tertiary;no;171.0;yes;no;cellular;19;nov;209;1;191;4;unknown;no;1
1325;28;management;single;;no;1027.0;yes;no;cellular;14;may;433;1;-1;0;unknown;no;0
1326;51;services;married;unknown;no;5801.0;yes;no;unknown;29;may;147;2;-1;0;unknown;no;0
1327;33;blue-collar;divorced;primary;no;142.0;yes;no;telephone;11;may;41;2;300;5;unknown;no;0
1328;26;management;single;tertiary;no;205.0;no;no;unknown;26;may;111;1;-1;0;unknown;no;0
1329;34;admin.;single;secondary;no;852.0;no;no;cellular;14;apr;108;2;-1;0;unknown;no;1
1330;27;blue-collar;married;secondary;yes;-584.0;yes;no;cellular;7;may;411;2;-1;0;unknown;no;0
1331;42;self-employed;married;secondary;no;97.0;no;no;cellular;10;jul;108;2;-1;0;unknown;no;1
1332;45;admin.;married;secondary;no;204.0;yes;no;cellular;3;jun;224;2;-1;0;unknown;yes;1
1333;31;technician;single;secondary;no;628.0;yes;no;unknown;12;may;1083;2;-1;0;unknown;no;1
1334;32;management;single;tertiary;no;311.0;no;no;unknown;12;may;757;2;-1;0;unknown;yes;1
1335;39;blue-collar;married;primary;no;1564.0;no;no;unknown;17;jun;57;1;-1;0;unknown;no;1
1336;26;blue-collar;single;secondary;no;856.0;yes;yes;cellular;30;jul;95;5;-1;0;unknown;no;0
1337;40;management;single;tertiary;no;1509.0;no;no;cellular;15;mar;144;2;124;1;failure;no;1
1338;52;services;married;secondary;no;-888.0;no;no;cellular;16;jul;135;1;-1;0;unknown;no;0
1339;40;technician;single;tertiary;no;226.0;no;no;cellular;15;jan;176;2;-1;0;unknown;no;0
1340;48;technician;married;;no;127.0;no;yes;cellular;7;aug;524;5;-1;0;unknown;no;0
1341;31;services;married;secondary;no;413.0;yes;no;unknown;13;may;65;1;-1;0;unknown;no;0
1342;27;admin.;married;secondary;no;710.0;yes;yes;cellular;6;may;653;1;334;2;success;yes;0
1343;47;technician;married;secondary;no;1233.0;yes;no;unknown;11;sep;91;1;100;2;other;yes;0
1344;28;management;single;secondary;no;171.0;no;no;cellular;10;mar;93;1;-1;0;unknown;yes;1
1345;40;management;divorced;tertiary;no;69.0;yes;no;cellular;6;may;503;2;280;2;failure;no;1
1346;34;admin.;married;secondary;no;1499.0;yes;no;cellular;13;apr;186;1;327;2;failure;no;1
1347;29;self-employed;married;tertiary;no;751.0;yes;no;unknown;23;may;121;2;-1;0;unknown;no;0
